HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.age_18_24.TRUE,Answer.age_25-29.TRUE,Answer.age_30-39.TRUE,Answer.age_40-44.TRUE,Answer.age_45-49.TRUE,Answer.age_50-59.TRUE,Answer.age_60-64.TRUE,Answer.age_65+.TRUE,Answer.attention,Answer.education_coll.TRUE,Answer.education_hs.TRUE,Answer.education_no_hs.TRUE,Answer.education_pg.TRUE,Answer.familiarity_none.TRUE,Answer.familiarity_some.TRUE,Answer.familiarity_very.TRUE,Answer.graffiti_complaint,Answer.noise_complaint,Answer.race_black.TRUE,Answer.race_his.TRUE,Answer.race_other.TRUE,Answer.race_white.TRUE,Answer.roadway_complaint,Answer.sex_female.TRUE,Answer.sex_male.TRUE,Approve,Reject
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3C44YUNSI2A0UQXGPCRT6C3S5JTDPE,A2RS1C968WRLHM,Submitted,Thu Nov 14 01:14:00 PST 2019,Thu Nov 14 01:15:39 PST 2019,Fri Nov 15 01:15:39 PST 2019,,,,99,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,4,FALSE,FALSE,FALSE,TRUE,2,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,392CY0QWG2CVD8RJJ60GUB8A5R0I4M,A22CN9X0JP1HM4,Submitted,Wed Nov 13 22:31:55 PST 2019,Wed Nov 13 22:34:03 PST 2019,Thu Nov 14 22:34:03 PST 2019,,,,128,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,3,FALSE,TRUE,FALSE,FALSE,2,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3R6BYFZZP8X21JD329W0OPSGIUDFX7,APBTBBW7DHPR0,Submitted,Wed Nov 13 22:36:10 PST 2019,Wed Nov 13 22:38:29 PST 2019,Thu Nov 14 22:38:29 PST 2019,,,,139,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,FALSE,FALSE,FALSE,TRUE,4,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3KGTPGBS6Y6QJL7W9966KZZNF8R2UI,A3I62J5XYOY6C8,Submitted,Wed Nov 13 22:31:56 PST 2019,Wed Nov 13 22:34:18 PST 2019,Thu Nov 14 22:34:18 PST 2019,,,,142,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,3,FALSE,FALSE,FALSE,TRUE,3,TRUE,FALSE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3907X2AHF1QDRGZ0SN7CATCO7RZ2PM,AU5U87M87B8EP,Submitted,Wed Nov 13 22:31:45 PST 2019,Wed Nov 13 22:34:21 PST 2019,Thu Nov 14 22:34:21 PST 2019,,,,156,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,2,FALSE,TRUE,FALSE,FALSE,3,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,30LSNF239VGLAUCWFSHS1WBCLD4I2Q,A2KNYJAZQKTJUN,Submitted,Wed Nov 13 22:31:45 PST 2019,Wed Nov 13 22:34:34 PST 2019,Thu Nov 14 22:34:34 PST 2019,,,,169,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,3,FALSE,FALSE,FALSE,TRUE,3,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3KMS4QQVK3BWHJEW3QHBYVKEMLYKFN,A16QX57W3GNHNZ,Submitted,Wed Nov 13 22:32:37 PST 2019,Wed Nov 13 22:35:30 PST 2019,Thu Nov 14 22:35:30 PST 2019,,,,173,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3,FALSE,FALSE,FALSE,TRUE,4,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3DQQ64TANH6Z3WX767WJY0SDBYUPWR,A29A5E747HD7CS,Submitted,Wed Nov 13 22:34:59 PST 2019,Wed Nov 13 22:37:57 PST 2019,Thu Nov 14 22:37:57 PST 2019,,,,178,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,3,FALSE,FALSE,FALSE,TRUE,5,TRUE,FALSE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3ZGVPD4G6U21PJVJYBPA2ENSI4NTZX,A245Z4QKO1GRN7,Submitted,Thu Nov 14 00:45:00 PST 2019,Thu Nov 14 00:45:19 PST 2019,Fri Nov 15 00:45:19 PST 2019,,,,19,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,4,3,FALSE,FALSE,FALSE,TRUE,4,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3SPJ033422O76QP9QV9NM1RHE8SJYR,A7V1W5PRQYP5N,Submitted,Thu Nov 14 00:46:05 PST 2019,Thu Nov 14 00:46:27 PST 2019,Fri Nov 15 00:46:27 PST 2019,,,,22,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,3,3,FALSE,FALSE,FALSE,TRUE,4,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3M0NZ3JDP2JZ4HKTXF7CZYHE10Y5ZC,AH3W6E7W1EU0D,Submitted,Wed Nov 13 22:45:49 PST 2019,Wed Nov 13 22:46:12 PST 2019,Thu Nov 14 22:46:12 PST 2019,,,,23,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,3,FALSE,FALSE,FALSE,TRUE,3,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3UXUOQ9OKFIDQDQ49G6AGP41JLLA7U,A182N7RLXGSCZG,Submitted,Wed Nov 13 22:32:53 PST 2019,Wed Nov 13 22:33:16 PST 2019,Thu Nov 14 22:33:16 PST 2019,,,,23,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,5,FALSE,FALSE,TRUE,FALSE,5,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3ND9UOO81LN9CBI9EF3CHJJT6OTWL0,A1ZE52NWZPN85P,Submitted,Wed Nov 13 22:45:46 PST 2019,Wed Nov 13 22:46:11 PST 2019,Thu Nov 14 22:46:11 PST 2019,,,,25,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,1,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3V0Z7YWSIZLQW0WWEZGBGL16TF02V7,A36JOP57WZ4G52,Submitted,Wed Nov 13 22:31:59 PST 2019,Wed Nov 13 22:32:26 PST 2019,Thu Nov 14 22:32:26 PST 2019,,,,27,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,4,TRUE,FALSE,FALSE,FALSE,4,TRUE,FALSE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,31IBVUNM9TKAXU882UVI04VV2J5VFK,A1V2M14O1IY6YL,Submitted,Wed Nov 13 22:38:03 PST 2019,Wed Nov 13 22:38:31 PST 2019,Thu Nov 14 22:38:31 PST 2019,,,,28,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,3,TRUE,FALSE,FALSE,FALSE,2,TRUE,FALSE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3NC5L260MP7F7AZB1I945C1N7RBFO8,A1F87RE7NW5GSP,Submitted,Wed Nov 13 23:53:02 PST 2019,Wed Nov 13 23:53:31 PST 2019,Thu Nov 14 23:53:31 PST 2019,,,,29,0% (0/0),0% (0/0),0% (0/0),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,4,FALSE,FALSE,FALSE,TRUE,4,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3VE8AYVF8NICMICVU1K88QBNRL5F80,AEX8AD7WN63KO,Submitted,Wed Nov 13 22:55:50 PST 2019,Wed Nov 13 22:56:21 PST 2019,Thu Nov 14 22:56:21 PST 2019,,,,31,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,FALSE,FALSE,FALSE,TRUE,5,TRUE,FALSE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3MYYFCXHJ4SHHHLOTI0D9ZVUQE8G4S,A7YCBHANZBF7N,Submitted,Wed Nov 13 22:37:24 PST 2019,Wed Nov 13 22:37:57 PST 2019,Thu Nov 14 22:37:57 PST 2019,,,,33,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,2,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3WEV0KO0ONDX7ID8HTVN1H83R2VSD1,A2CK0OXMPOR9LE,Submitted,Wed Nov 13 22:34:39 PST 2019,Wed Nov 13 22:35:12 PST 2019,Thu Nov 14 22:35:12 PST 2019,,,,33,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,TRUE,3,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,37ZHEEHM6X7D6SRJ01R0THQVDBV73X,A22A2OCX1QRTP0,Submitted,Wed Nov 13 23:14:55 PST 2019,Wed Nov 13 23:15:29 PST 2019,Thu Nov 14 23:15:29 PST 2019,,,,34,0% (0/0),0% (0/0),0% (0/0),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,3,3,FALSE,FALSE,FALSE,TRUE,4,TRUE,FALSE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,326O153BMJJWXZ8QGYBIC04OQBMDEL,A2HX1MQAFJZ6KK,Submitted,Wed Nov 13 22:34:53 PST 2019,Wed Nov 13 22:35:28 PST 2019,Thu Nov 14 22:35:28 PST 2019,,,,35,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,TRUE,2,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3KB8R4ZV1FS12G6X8XA0HD1017UGB6,A2DK91OGZLWQ62,Submitted,Thu Nov 14 01:21:47 PST 2019,Thu Nov 14 01:22:22 PST 2019,Fri Nov 15 01:22:22 PST 2019,,,,35,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,FALSE,FALSE,FALSE,TRUE,3,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3VNL7UK1XG4VK24JXZV3ZM7A5YRFTQ,A7EP5KKL8YQPX,Submitted,Wed Nov 13 23:24:35 PST 2019,Wed Nov 13 23:25:10 PST 2019,Thu Nov 14 23:25:10 PST 2019,,,,35,0% (0/0),0% (0/0),0% (0/0),FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,TRUE,2,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,36V4Q8R5ZLLOYW482I5LP7GWIS2QMS,A1DA6S5V66LLDW,Submitted,Wed Nov 13 22:38:14 PST 2019,Wed Nov 13 22:38:50 PST 2019,Thu Nov 14 22:38:50 PST 2019,,,,36,0% (0/0),0% (0/0),0% (0/0),TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,FALSE,FALSE,FALSE,TRUE,5,TRUE,FALSE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3LWJHTCVCD7ISMCRGV18UHWNMSVFQI,AX4QV62HBKJ34,Submitted,Thu Nov 14 01:10:44 PST 2019,Thu Nov 14 01:11:20 PST 2019,Fri Nov 15 01:11:20 PST 2019,,,,36,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3,3,FALSE,FALSE,FALSE,TRUE,5,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3FE7TXL1LJ8YRS0FS0M1AY2YCNL2QD,A2KHMKJUVDMK1N,Submitted,Wed Nov 13 22:32:35 PST 2019,Wed Nov 13 22:33:12 PST 2019,Thu Nov 14 22:33:12 PST 2019,,,,37,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,3,FALSE,FALSE,FALSE,TRUE,5,FALSE,TRUE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3HVVDCPGTFD1KTLE2PNRO7EQCAJTY6,A1GTFOKBXYQIO8,Submitted,Thu Nov 14 00:44:57 PST 2019,Thu Nov 14 00:45:34 PST 2019,Fri Nov 15 00:45:34 PST 2019,,,,37,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,FALSE,FALSE,FALSE,TRUE,4,TRUE,FALSE,,
3AC6MFV69K38YQ6U7F3K0BOF2JRHZ3,3TAMZSB5GQOGVFE1JF79WKTUWSTQXY,Answer a quick survey about the 311 non-emergency system,This is a brief survey about the 311 non-emergency system. You'll answer a few quick questions regarding your experiences and opinions on the system.,"survey, 311, Stanford",$0.25 ,Wed Nov 13 22:31:27 PST 2019,200,BatchId:3835086;OriginalHitTemplateId:928390912;,180,86400,Thu Nov 14 22:31:27 PST 2019,,,3TOK3KHVJU32SHK5JZBSHKO693UO7F,A3KVKK1XLBTSN3,Submitted,Thu Nov 14 01:20:57 PST 2019,Thu Nov 14 01:21:35 PST 2019,Fri Nov 15 01:21:35 PST 2019,,,,38,0% (0/0),0% (0/0),0% (0/0),FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5,4,FALSE,FALSE,FALSE,TRUE,5,FALSE,TRUE,,
